Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
"[""装备节点"",""{\\""guid\\"":\\""122956\\"",\\""location\\"":{\\""x\\"":1,\\""y\\"":1,\\""z\\"":1},\\""scale\\"":{\\""x\\"":1,\\""y\\"":1,\\""z\\"":1},\\""rotate\\"":{\\""x\\"":0,\\""y\\"":0,\\""z\\"":0},\\""SlotType\\"":16}"",""动画节点"",""{\\""guid\\"":\\""117523\\"",\\""totalTime\\"":1.6,\\""progress\\"":1,\\""AnimSlot\\"":0}"",""延迟节点"",""{\\""delayTime\\"":0.3}"",""特效节点"",""{\\""guid\\"":\\""130640\\"",\\""time\\"":1,\\""distance\\"":900,\\""zOffset\\"":30,\\""yaw\\"":0,\\""scale\\"":{\\""x\\"":1,\\""y\\"":1,\\""z\\"":1},\\""rotate\\"":{\\""x\\"":0,\\""y\\"":0,\\""z\\"":-90},\\""EffSlot\\"":-1}"",""方盒判定"",""{\\""distance\\"":30,\\""yaw\\"":0,\\""pitch\\"":0,\\""zOffset\\"":10,\\""lenth\\"":800,\\""width\\"":30,\\""height\\"":30,\\""damage\\"":100}""]",,"[""装备节点"",""{\\""guid\\"":\\""122956\\"",\\""location\\"":{\\""x\\"":1,\\""y\\"":1,\\""z\\"":1},\\""scale\\"":{\\""x\\"":1,\\""y\\"":1,\\""z\\"":1},\\""rotate\\"":{\\""x\\"":0,\\""y\\"":0,\\""z\\"":0},\\""SlotType\\"":16}"",""动画节点"",""{\\""guid\\"":\\""117523\\"",\\""totalTime\\"":1.6,\\""progress\\"":1,\\""AnimSlot\\"":0}"",""延迟节点"",""{\\""delayTime\\"":0.3}"",""特效节点"",""{\\""guid\\"":\\""130640\\"",\\""time\\"":1,\\""distance\\"":900,\\""zOffset\\"":30,\\""yaw\\"":0,\\""scale\\"":{\\""x\\"":1,\\""y\\"":1,\\""z\\"":1},\\""rotate\\"":{\\""x\\"":0,\\""y\\"":0,\\""z\\"":-90},\\""EffSlot\\"":-1}"",""方盒判定"",""{\\""distance\\"":30,\\""yaw\\"":0,\\""pitch\\"":0,\\""zOffset\\"":10,\\""lenth\\"":800,\\""width\\"":30,\\""height\\"":30,\\""damage\\"":100}""]",,,,,,,
突刺,Stab,突刺,,,,,,推力,추력
每日登陆游戏（{0}/{1}）,Daily login ({0}/{1}),每日登陆游戏（{0}/{1}）,,,,,,{0}{1}毎日ログインゲーム ( / ),{0}{1}매일 로그인 게임 ( / )
每日在线时长5分钟（{0}/{1}）,Daily online duration reaches 5 mins ({0}/{1}),每日在线时长5分钟（{0}/{1}）,,,,,,毎日のオンライン時間 5 分 ({0}/{1}）,일일 온라인 시간 5분({0}/{1})
每日在线时长10分钟（{0}/{1}）,Daily online duration reaches 10 minutes ({0}/{1}),每日在线时长10分钟（{0}/{1}）,,,,,,毎日 10 分間のオンライン時間 ({0}/{1}）,일일 온라인 시간 10분({0}/{1})
每日在线时长15分钟（{0}/{1}）,Online session of the day reaches 15 minutes ({0}/{1}),每日在线时长15分钟（{0}/{1}）,,,,,,毎日のオンライン時間は 15 分 ({0}/{1}）,일일 온라인 시간 15분({0}/{1})
每日在线时长20分钟（{0}/{1}）,Daily online duration reaches 20 minutes ({0}/{1}),每日在线时长20分钟（{0}/{1}）,,,,,,毎日のオンライン時間 20 分 ({0}/{1}）,일일 온라인 시간 20분({0}/{1})
每日在线时长30分钟（{0}/{1}）,Daily online duration reaches 30 minutes ({0}/{1}),每日在线时长30分钟（{0}/{1}）,,,,,,毎日のオンライン時間は 30 分です ({0}/{1}）,일일 온라인 시간은 30분입니다({0}/{1})
每日在线时长60分钟（{0}/{1}）,Daily online duration reaches 60 minutes ({0}/{1}),每日在线时长60分钟（{0}/{1}）,,,,,,毎日のオンライン時間は 60 分 ({0}/{1}）,일일 온라인 시간은 60분입니다({0}/{1})
每日击杀敌人1个（{0}/{1}）,Slay 1 enemy a day ({0}/{1}),每日击杀敌人1个（{0}/{1}）,,,,,,{0}{1}1日1キル,{0}{1}하루에 적 처치 1건 ( / )
每日击杀敌人5个（{0}/{1}）,Slay 5 enemies per day ({0}/{1}),每日击杀敌人5个（{0}/{1}）,,,,,,{0}{1}1日5キル,{0}{1}하루 적 처치 5명 ( / )
每日击杀敌人10个（{0}/{1}）,Slay 10 enemies per day ({0}/{1}),每日击杀敌人10个（{0}/{1}）,,,,,,{0}{1}1日に敵を10体倒す（ / ）。,{0}{1}하루 적 처치 10회 ( / )
每日击杀敌人30个（{0}/{1}）,Slay 30 enemies daily ({0}/{1}),每日击杀敌人30个（{0}/{1}）,,,,,,{0}{1}1日に30人の敵を倒す（ / ）。,{0}{1}하루 적 처치 30명 ( / )
每日击杀敌人50个（{0}/{1}）,Slay 50 enemies per day ({0}/{1}),每日击杀敌人50个（{0}/{1}）,,,,,,{0}{1}1日に敵を50体倒す（ / ）。,{0}{1}하루 적 처치 50명 ( / )
每日击杀敌人100个（{0}/{1}）,Slay 100 enemies per day ({0}/{1}),每日击杀敌人100个（{0}/{1}）,,,,,,{0}{1}1日に敵を100体倒す（ / ）。,{0}{1}하루 적 처치 100명 ( / )
每日击杀1个Boss（{0}/{1}）,Kill 1 Boss per day ({0}/{1}),每日击杀1个Boss（{0}/{1}）,,,,,,{0}{1}1日1回ボスを倒す ( / ),{0}{1}하루에 보스 1마리 처치 ( / )
每日击杀3个Boss（{0}/{1}）,Slay 3 Bosses per day ({0}/{1}),每日击杀3个Boss（{0}/{1}）,,,,,,{0}{1}1日に3人のボスを倒す（ / ）。,{0}{1}하루에 보스 3마리 처치 ( / )
每日击杀10个Boss（{0}/{1}）,Slay 10 Bosses per day ({0}/{1}),每日击杀10个Boss（{0}/{1}）,,,,,,{0}{1}1日にボスを10体倒す ( / ),{0}{1}하루에 보스 10마리 처치 ( / )
每日击杀30个Boss（{0}/{1}）,Kill 30 Bosses per day ({0}/{1}),每日击杀30个Boss（{0}/{1}）,,,,,,{0}{1}1日に30人のボスを倒す（ / ）。,{0}{1}하루에 보스 30마리 처치 ( / )
每日击杀100个Boss（{0}/{1}）,Slay 100 Bosses per day ({0}/{1}),每日击杀100个Boss（{0}/{1}）,,,,,,{0}{1}1日に100人のボスを倒す（ / ）。,{0}{1}하루에 보스 100마리 처치 ( / )
每周登录2天（{0}/{1}）,Log in 2 days per week ({0}/{1}),每周登录2天（{0}/{1}）,,,,,,週に 2 日ログイン ({0}/{1}）,일주일에 2일 로그인({0}/{1})
每周登录3天（{0}/{1}）,Log in 3 days per week ({0}/{1}),每周登录3天（{0}/{1}）,,,,,,週に 3 日ログイン ({0}/{1}）,일주일에 3일 로그인({0}/{1})
每周登录5天（{0}/{1}）,Log in 5 days per week ({0}/{1}),每周登录5天（{0}/{1}）,,,,,,週に 5 日ログイン ({0}/{1}）,주 5일 로그인({0}/{1})
每周登录7天（{0}/{1}）,Log in 7 days a week ({0}/{1}),每周登录7天（{0}/{1}）,,,,,,年中無休でログイン ({0}/{1}）,일주일 내내 로그인하세요({0}/{1})
每周时长达到30分钟2天（{0}/{1}）,Weekly duration reaches 30 minutes 2 days ({0}/{1}),每周时长达到30分钟2天（{0}/{1}）,,,,,,{0}{1}週2日、30分まで ( / ),{0}{1}주 2일 최대 30분 ( / )
每周时长达到30分钟3天（{0}/{1}）,Weekly duration reaches 30 minutes 3 days ({0}/{1}),每周时长达到30分钟3天（{0}/{1}）,,,,,,{0}{1}30分/週3日 ( / ),{0}{1}주 3일 30분 ( / )
每周时长达到30分钟5天（{0}/{1}）,Weekly duration reaches 30 minutes 5 days ({0}/{1}),每周时长达到30分钟5天（{0}/{1}）,,,,,,{0}{1}30分/週5日 ( / ),{0}{1}주 5일 30분 ( / )
每周时长达到30分钟7天（{0}/{1}）,Weekly duration reaches 30 minutes 7 days ({0}/{1}),每周时长达到30分钟7天（{0}/{1}）,,,,,,{0}{1}週30分×7日間 ( / ),{0}{1}일주일에 30분씩 7일간 ( / )
每周击杀敌人50个（{0}/{1}）,Slay 50 enemies per week ({0}/{1}),每周击杀敌人50个（{0}/{1}）,,,,,,{0}{1}敵のキル数50/週 ( / ),{0}{1}주당 적 처치 50명 ( / )
每周击杀敌人100个（{0}/{1}）,Slay 100 enemies per week ({0}/{1}),每周击杀敌人100个（{0}/{1}）,,,,,,{0}{1}1週間に敵を100体倒す ( / ),{0}{1}주당 적 처치 100명 ( / )
每周击杀敌人300个（{0}/{1}）,Slay 300 enemies per week ({0}/{1}),每周击杀敌人300个（{0}/{1}）,,,,,,{0}{1}週に300人の敵を倒す（ / ）。,{0}{1}주당 적 300명 처치 ( / )
每周击杀敌人500个（{0}/{1}）,Slay 500 enemies per week ({0}/{1}),每周击杀敌人500个（{0}/{1}）,,,,,,{0}{1}週に500人の敵を倒す（ / ）。,{0}{1}주당 적 처치 500명 ( / )
每周击杀敌人800个（{0}/{1}）,Slay 800 enemies per week ({0}/{1}),每周击杀敌人800个（{0}/{1}）,,,,,,{0}{1}週に800人の敵を倒す（ / ）。,{0}{1}주당 800 적 처치 ( / )
每周击杀30个Boss（{0}/{1}）,Kill 30 Bosses per week ({0}/{1}),每周击杀30个Boss（{0}/{1}）,,,,,,{0}{1}週に30人のボスを倒す ( / ),{0}{1}매주 보스 30마리 처치 ( / )
每周击杀100个Boss（{0}/{1}）,Kill 100 Bosses per week ({0}/{1}),每周击杀100个Boss（{0}/{1}）,,,,,,{0}{1}1週間に100人のボスを倒す ( / ),{0}{1}매주 보스 100마리 처치 ( / )
每周击杀200个Boss（{0}/{1}）,Kill 200 Bosses per week ({0}/{1}),每周击杀200个Boss（{0}/{1}）,,,,,,{0}{1}週に200人のボスを倒す（ / ）。,{0}{1}매주 보스 200마리 처치 ( / )
每周击杀500个Boss（{0}/{1}）,Kill 500 Bosses per week ({0}/{1}),每周击杀500个Boss（{0}/{1}）,,,,,,{0}{1}週に500人のボスを倒す（ / ）。,{0}{1}매주 보스 500마리 처치 ( / )
每周击杀1000个Boss（{0}/{1}）,Kill 1000 Bosses per week ({0}/{1}),每周击杀1000个Boss（{0}/{1}）,,,,,,{0}{1}週に1000人のボスを倒す（ / ）。,"{0}{1}매주 보스 1,000마리 처치 ( / )"
成功获得奖励,Reward successful,成功获得奖励,,,,,,無事に報酬をゲット,성공적으로 보상받기
网络卡顿、再试一次吧,"Cyber lag, try again.",网络卡顿、再试一次吧,,,,,,ネットワークが停止しています。もう一度お試しください。,네트워크가 멈췄습니다. 다시 시도하세요.
广告没准备好，或后台还有广告在放,"Ad not ready, or ad playing in the background",广告没准备好，或后台还有广告在放,,,,,,広告の準備ができていないか、バックグラウンドで広告がまだ再生されています。,광고가 준비되지 않았거나 여전히 백그라운드에서 광고가 재생되고 있습니다.
领取失败，请重试,"Claim failed, please try again.",领取失败，请重试,,,,,,収集に失敗しました。,수집에 실패했습니다. 다시 시도하세요.
免费获得 ,FREE! ,免费获得 ,,,,,,フリーアクセス ,무료 액세스 
 金币, Gold Coin, 金币,,,,,, 金, 금
 钻石, Diamonds, 钻石,,,,,, ダイヤモンド, 다이아몬드
已经购买过该枪支,The gun has already been purchased.,已经购买过该枪支,,,,,,すでに購入済み,이미 총기를 구매했습니다.
购买成功,Purchase successful!,购买成功,,,,,,購入が成功しました,구매 성공
金币不足,Insufficient coins,金币不足,,,,,,金貨が足りない,금화가 부족해요
钻石不足,Not enough diamonds.,钻石不足,,,,,,ダイヤモンドが足りない,다이아몬드가 부족해요
没有该枪支,Not owning this gun.,没有该枪支,,,,,,そんな銃はない。,그런 총은 없습니다.
切换成功,Switch successful,切换成功,,,,,,スイッチング成功,전환 성공
活动期间\n每天在线30分钟连续3天\n即可免费领取,Online for 30 minutes every day for 3 consecutive days during the event.,活动期间\n每天在线30分钟连续3天\n即可免费领取,,,,,,キャンペーン期間中、3日間連続で1日30分以上インターネットを利用すると無料になります！,캠페인 기간 동안 \n 3일 연속으로 하루에 30분만 온라인에 접속하면 무료로 이용할 수 있습니다!
已经领取过了,Already claimed,已经领取过了,,,,,,すでにクレームが入っている。,이미 청구되었습니다.
未满足领取条件,Claim conditions not met.,未满足领取条件,,,,,,適格基準を満たさない,자격 기준을 충족하지 못함
已领取,Claimed,已领取,,,,,,受け取った,받았다
领取成功,Claimed successfully.,领取成功,,,,,,正常に受信しました,성공적으로 받았습니다
限时,Time Limit,限时,,,,,,期間限定,제한된 시간
射击间隔：,Shooting Interval:,射击间隔：,,,,,,ショット間隔：,촬영 간격:
子弹数量：,Bullets:,子弹数量：,,,,,,弾丸の数,총알 개수:
*无限,* Unlimited,*无限,,,,,,* 無制限,* 무제한
伤害：,Damage:,伤害：,,,,,,危害：,피해:
获得,Obtain,获得,,,,,,得る,얻다
花费,Spend,花费,,,,,,過ごす,경비
金币,Gold Coin,金币,,,,,,金,금
等级 Lv.,Lv.,等级 Lv.,,,,,,レベルLv.,레벨 Lv.
双杀！势不可当！,Double Kill! Impossible!,双杀！势不可当！,,,,,,ダブルキル！勢いは圧倒的だ！,더블 킬! 그 기세는 압도적입니다!
三连杀！勇冠三军！,Triple Kill! Champion Warrior!,三连杀！勇冠三军！,,,,,,三文芝居！勇気がある！,트리펙타! 용기!
四连杀！无人能敌！,Quadra Kill! Invincible!,四连杀！无人能敌！,,,,,,4連続キル！誰もそれには勝てない！,4연속 킬! 그 누구도 이길 수 없습니다!
五连杀！横扫千军！,Penta Kill! Sweep the thousands!,五连杀！横扫千军！,,,,,,5連続キル！全面的なスイープ！,5연속 킬! 전반적으로 스윕!
六连杀！接近神了！,Hexa Kill! Close to God!,六连杀！接近神了！,,,,,,6連続キル！神に近い！,6연속 킬! 신에게 가까이!
七连杀！超越神了！,Seven Kills! Beyond God!,七连杀！超越神了！,,,,,,7連続キル！神を超えて,7연속 킬! 신을 넘어서!
连杀！超越神了！,Combo! Beyond God!,连杀！超越神了！,,,,,,連続キル！神を超えて,연속 킬! 신을 넘어서!
一,One,一,,,,,,一,하나
二,Two,二,,,,,,二,둘
三,Three,三,,,,,,三,삼
四,Four,四,,,,,,四,4개
五,Five,五,,,,,,五,다섯
六,Six,六,,,,,,六,육
七,Seven,七,,,,,,七,일곱
八,Eight,八,,,,,,八,여덟
九,Nine,九,,,,,,九,아홉
十,Ten,十,,,,,,十,열
百,Hundred,百,,,,,,百,백
千,Thousands,千,,,,,,千,천
万,Million,万,,,,,,万,만
亿,Billions,亿,,,,,,1億,1억
零,Zero,零,,,,,,零,영
 击杀了 , Slay , 击杀了 ,,,,,, 殺す , kill 
<color=#red>完成了,<color=#red>Completed,<color=#red>完成了,,,,,,<color=#red>完了,<color=#red>완료
你已被 ,You have been ,你已被 ,,,,,,あなたは ,당신은 
 击杀, Slay, 击杀,,,,,, 仕留める, 죽이다(사람 또는 동물)
击杀 ,Slay ,击杀 ,,,,,,仕留める ,죽이다(사람 또는 동물) 
 完成复仇, Complete Revenge, 完成复仇,,,,,, リベンジを果たす, 복수 완료
18888金币\n抽奖1次,18888 Coins\n1 Draw,18888金币\n抽奖1次,,,,,,18888 金貨 ⑭ ラッキードロー 1回,18888 금화 \n 행운의 추첨 1회
2钻石\n抽奖1次,2 Diamonds\n1 Draw,2钻石\n抽奖1次,,,,,,2 Diamondn ラッキードロー 1回,다이아몬드 2개\n 행운의 추첨 1회
已经抽完了,Finished,已经抽完了,,,,,,すべてなくなった。,담배가 다 떨어졌어요.
恭喜获得,Obtained!,恭喜获得,,,,,,獲得おめでとうございます,획득 축하드립니다
前往商店使用,Go to Shop,前往商店使用,,,,,,利用するショップへ,사용하려면 상점으로 이동
开始抽奖,Start Lottery,开始抽奖,,,,,,宝くじを始めましょう,복권을 시작하세요
\n(永久),\n(Permanent),\n(永久),,,,,,\n(永久),\n(영구)
正在使用,In Use,正在使用,,,,,,使用中,사용 중
使用成功,Success,使用成功,,,,,,使用成功,성공적으로 사용됨
已经购买过该角色,The character has already been purchased.,已经购买过该角色,,,,,,すでにキャラクターを購入済み,이미 캐릭터를 구매했습니다.
动画节点,Animation Node,动画节点,,,,,,アニメーションノード,애니메이션 노드
延迟节点,Delay Node,延迟节点,,,,,,遅延ノード,지연 노드
音效节点,Sound Node,音效节点,,,,,,効果音ノード,사운드 효과 노드
特效节点,Effect Node,特效节点,,,,,,特殊効果ノード,특수 효과 노드
方盒判定,Box Judgment,方盒判定,,,,,,四角い箱判定,사각박스 판정
"[""动画节点"",""{\""guid\"":\""29714\"",\""totalTime\"":1.5,\""progress\"":1,\""AnimSlot\"":1}"",""延迟节点"",""{\""delayTime\"":0.3}"",""音效节点"",""{\""guid\"":\""21210\"",\""volume\"":1,\""inner\"":200,\""outter\"":600,\""stopTime\"":0}"",""延迟节点"",""{\""delayTime\"":0.4}"",""特效节点"",""{\""guid\"":\""123289\"",\""time\"":1,\""distance\"":150,\""zOffset\"":10,\""yaw\"":0,\""scale\"":{\""x\"":0.5,\""y\"":0.5,\""z\"":0.5},\""rotate\"":{\""x\"":0,\""y\"":0,\""z\"":90},\""EffSlot\"":-1}"",""延迟节点"",""{\""delayTime\"":0.1}"",""方盒判定"",""{\""distance\"":100,\""yaw\"":0,\""pitch\"":0,\""zOffset\"":0,\""lenth\"":350,\""width\"":60,\""height\"":60,\""damage\"":60}"",""延迟节点"",""{\""delayTime\"":0.1}"",""音效节点"",""{\""guid\"":\""7986\"",\""volume\"":1,\""inner\"":200,\""outter\"":600,\""stopTime\"":0}""]",,"[""动画节点"",""{\""guid\"":\""29714\"",\""totalTime\"":1.5,\""progress\"":1,\""AnimSlot\"":1}"",""延迟节点"",""{\""delayTime\"":0.3}"",""音效节点"",""{\""guid\"":\""21210\"",\""volume\"":1,\""inner\"":200,\""outter\"":600,\""stopTime\"":0}"",""延迟节点"",""{\""delayTime\"":0.4}"",""特效节点"",""{\""guid\"":\""123289\"",\""time\"":1,\""distance\"":150,\""zOffset\"":10,\""yaw\"":0,\""scale\"":{\""x\"":0.5,\""y\"":0.5,\""z\"":0.5},\""rotate\"":{\""x\"":0,\""y\"":0,\""z\"":90},\""EffSlot\"":-1}"",""延迟节点"",""{\""delayTime\"":0.1}"",""方盒判定"",""{\""distance\"":100,\""yaw\"":0,\""pitch\"":0,\""zOffset\"":0,\""lenth\"":350,\""width\"":60,\""height\"":60,\""damage\"":60}"",""延迟节点"",""{\""delayTime\"":0.1}"",""音效节点"",""{\""guid\"":\""7986\"",\""volume\"":1,\""inner\"":200,\""outter\"":600,\""stopTime\"":0}""]",,,,,,,
位移节点,Displacement Node,位移节点,,,,,,ディスプレイスメントノード,변위 노드
球圆判定,Ball Judgment,球圆判定,,,,,,球体の真円度判定,구 진원도 판정
装备节点,Equipment Node,装备节点,,,,,,機器ノード,장비 노드
添加特效,Add Effect,添加特效,,,,,,特殊効果を追加する,특수 효과 추가
添加动画,Add Animation,添加动画,,,,,,アニメーションを追加する,애니메이션 추가
添加音效,Add Sound,添加音效,,,,,,効果音を追加する,음향 효과 추가
添加位移,Add Displacement,添加位移,,,,,,変位を追加,변위 추가
添加球圆判定,Ball Judgment,添加球圆判定,,,,,,全球円判定を追加,구형 원형 판단 추가
添加方盒判定,Add Box Judgment,添加方盒判定,,,,,,ボックス判定を追加,박스판정 추가
添加装备节点,Add Equipment Node,添加装备节点,,,,,,機器ノードの追加,장비 노드 추가
添加延迟,Add Delay,添加延迟,,,,,,遅延を追加する,지연 추가
界面显隐[X],Display[X],界面显隐[X],,,,,,インターフェイスの表示と非表示[X],인터페이스 표시 및 숨김[X]
↓序列化[G],↓ Serialization [G],↓序列化[G],,,,,,↓連載[G],↓직렬화[G]
↑反序列化[H],↑ Deserialization[H],↑反序列化[H],,,,,,↑デシリアライズ[H],↑역직렬화[H]
获取GUID,Get GUID,获取GUID,,,,,,GUIDの取得,GUID 가져오기
播放[1],Play [1],播放[1],,,,,,遊ぶ[1],놀다[1]
动画GUID：,Animation GUID:,动画GUID：,,,,,,アニメーション GUID:,애니메이션 GUID:
播放耗时：,Playback time:,播放耗时：,,,,,,再生時間:,재생 시간:
播放进度：,Progress:,播放进度：,,,,,,再生の進行状況:,재생 진행률:
播放插槽：,Playslot:,播放插槽：,,,,,,スロットをプレイする:,슬롯 플레이:
音效GUID：,Sound GUID:,音效GUID：,,,,,,効果音GUID:,사운드 효과 GUID:
音量：,Volume:,音量：,,,,,,音量：,용량:
无衰半径：,No decay radius:,无衰半径：,,,,,,減衰半径なし:,부패 반경 없음:
衰减半径：,Radius of decay:,衰减半径：,,,,,,フォールオフ半径:,폴오프 반경:
停止秒数：,Stop seconds:,停止秒数：,,,,,,秒を停止します:,초 중지:
水平距离：,Horizontal Distance:,水平距离：,,,,,,水平距離:,수평 거리:
垂直距离：,Vertical Distance:,垂直距离：,,,,,,垂直距離:,수직 거리:
偏航角度：,Yaw Angle:,偏航角度：,,,,,,ヨー角:,요 각도:
位移耗时：,Displacement Time:,位移耗时：,,,,,,移動には時間がかかります:,변위에는 시간이 걸립니다.
检测次数：,Detection times:,检测次数：,,,,,,テスト数:,테스트 횟수:
垂直距离,Vertical Distance,垂直距离,,,,,,垂直距離,수직 거리
半径：,Radius:,半径：,,,,,,半径：,반지름:
圆柱高度：,Cylinder Height:,圆柱高度：,,,,,,シリンダー高さ:,실린더 높이:
判定伤害：,Judgment Damage:,判定伤害：,,,,,,ダメージを決定する:,손상 확인:
俯仰角度：,Pitch Angle:,俯仰角度：,,,,,,ピッチ角:,피치 각도:
方盒长度：,Box Length:,方盒长度：,,,,,,正方形のボックスの長さ:,정사각형 상자 길이:
方盒宽度：,Box Width:,方盒宽度：,,,,,,正方形のボックスの幅:,정사각형 상자 너비:
方盒高度：,Box Height:,方盒高度：,,,,,,正方形のボックスの高さ:,정사각형 상자 높이:
模型GUID：,Model GUID:,模型GUID：,,,,,,モデルGUID:,모델 GUID:
相对位置：,Relative Position:,相对位置：,,,,,,相対位置:,상대 위치:
相对缩放：,Relative Zoom:,相对缩放：,,,,,,相対スケーリング:,상대적 크기 조정:
相对旋转：,Relative Rotation:,相对旋转：,,,,,,相対回転:,상대 회전:
装备插槽：,Equipment Slots:,装备插槽：,,,,,,装備スロット:,장비 슬롯:
时长秒：,Time s:,时长秒：,,,,,,継続時間秒:,지속 시간 초:
未命名技能,Unnamed Skill,未命名技能,,,,,,名前のないスキル,이름없는 스킬
特效GUID：,Effect GUID:,特效GUID：,,,,,,特殊効果 GUID:,특수 효과 GUID:
这里输入guid,Enter guid here,这里输入guid,,,,,,ここにガイドを入力してください,여기에 가이드를 입력하세요
时间/次数：,Time/Times:,时间/次数：,,,,,,時間・回数：,시간/회수:
这里输时间或次数,Lose time or chances here,这里输时间或次数,,,,,,ここに時間または回数を入力してください,여기에 시간이나 횟수를 입력하세요.
这里输入水平距离,Enter horizontal distance here,这里输入水平距离,,,,,,ここに水平距離を入力してください,여기에 수평 거리를 입력하세요.
这里输入垂直距离,Enter vertical distance here,这里输入垂直距离,,,,,,ここに垂直距離を入力してください,여기에 수직 거리를 입력하세요.
这里输入偏航角度,Enter yaw angle here,这里输入偏航角度,,,,,,ここにヨー角を入力してください,여기에 요 각도를 입력하세요.
特效缩放：,Effect Zoom:,特效缩放：,,,,,,特殊効果のスケーリング:,특수 효과 스케일링:
这里输入特效缩放,Enter Effect Zoom here,这里输入特效缩放,,,,,,ここに特殊効果ズームを入力してください,여기에 특수 효과 확대/축소를 입력하세요.
特效旋转：,Effect Rotation:,特效旋转：,,,,,,特殊効果のローテーション:,특수 효과 회전:
这里输入特效旋转,Enter Effect Rotation here,这里输入特效旋转,,,,,,ここに特殊効果のローテーションを入力します,여기에 특수효과 회전을 입력하세요
特效插槽：,Effect Slots:,特效插槽：,,,,,,特殊効果スロット:,특수 효과 슬롯:
这里输入特效插槽,Enter an Effect Slot here,这里输入特效插槽,,,,,,ここに特殊効果スロットを入力してください,여기에 특수효과 슬롯을 입력하세요
不要攻击队友,Don't attack teammates.,不要攻击队友,,,,,,チームメイトを攻撃してはいけない。,팀원을 공격하지 마세요.
感染者,Infected,感染者,,,,,,感染者,감염된 사람
队名（可改）,Team Name (Changeable),队名（可改）,,,,,,チーム名（変更の可能性あり）,팀 이름(변경될 수 있음)
人数：,Members:,人数：,,,,,,人数：,인원수:
已加入或已满,Joined or Full,已加入或已满,,,,,,加入またはフル,가입 또는 전체
已满,Full,已满,,,,,,満杯,가득한
暂无,None,暂无,,,,,,まだありません,아직 없음
你所在房间内的排行榜。,Leaderboard in your room.,你所在房间内的排行榜。,,,,,,あなたの部屋にあるリーダーボード。,내 방의 리더보드.
房间排行榜,Room Leaderboard,房间排行榜,,,,,,お部屋ランキング,객실 순위
全服前100名,Global Top 100,全服前100名,,,,,,全サービスにおけるトップ100,전체 서비스에서 상위 100위
奖励金币：,Reward Coins:,奖励金币：,,,,,,報酬の金貨:,보상 금화:
剩余: ,Remaining: ,剩余: ,,,,,,残り： ,남은 금액: 
小时,Hour,小时,,,,,,時間,시간
天,God,天,,,,,,空,하늘
不存在这份存档，可能是新玩家,"This archive does not exist, it may be new player",不存在这份存档，可能是新玩家,,,,,,このアーカイブは存在しません。新しいプレーヤーである可能性があります,이 아카이브는 존재하지 않습니다. 새로운 플레이어일 수 있습니다.
模板埋点,Template Burst,模板埋点,,,,,,テンプレート埋め込みポイント,템플릿 매장 지점
步枪,Rifle,步枪,,,,,,ライフル,소총
${bullet} / 无限,${bullet} / Unlimited,${bullet} / 无限,,,,,,{bullet} ドル／無制限,{bullet} $ / 무제한
坚韧黑铁,Tough Black Iron,坚韧黑铁,,,,,,タフな黒鉄,터프 블랙 아이언
英勇青铜,Brave Bronze,英勇青铜,,,,,,ブロンズ,용맹의 브론즈
不屈白银,Unyielding Silver,不屈白银,,,,,,不屈のシルバー,불굴의 실버
荣耀黄金,Glory Gold,荣耀黄金,,,,,,グローリーゴールド,글로리 골드
华贵铂金,Noble Platinum,华贵铂金,,,,,,プラチナ,플래티넘
流光翡翠,Glowing Jade,流光翡翠,,,,,,ジェダイト,Jadeite
璀璨钻石,Dazzling Diamond,璀璨钻石,,,,,,きらめくダイヤモンド,스파클링 다이아몬드
超凡大师,Master,超凡大师,,,,,,グランドマスター,그랜드 마스터
傲世宗师,Proud Grandmaster,傲世宗师,,,,,,原型師,귀족
最强王者,Challenger,最强王者,,,,,,最強の王,가장 강한 왕
张吉惟,Jackie Zhang,张吉惟,,,,,,チャン・ジーウェイ,장지웨이
林国瑞,Lin Guorui,林国瑞,,,,,,林国瑞,린 구오루이
林玫书,Mary Lin,林玫书,,,,,,林美秀,린 메이슈
林雅南,Lin Yanan,林雅南,,,,,,林延安,린 야난
江奕云,Jiang Yiyun,江奕云,,,,,,ジャン・イーユン,지앙이윤
刘柏宏,Patrick Liu,刘柏宏,,,,,,劉白紅,리우 바이홍
阮建安,Nguyen Jian An,阮建安,,,,,,阮建安,루안 지안안
林子帆,Forest Sail,林子帆,,,,,,リン・ジーファン,린지판
夏志豪,Natsume Onna,夏志豪,,,,,,夏志豪,샤 지하오
吉茹定,Jade,吉茹定,,,,,,ギルディン,기루딘
李中冰,Li Zhongbing,李中冰,,,,,,李忠兵,리 종빙
谢彦文,Xie Yanwen,谢彦文,,,,,,謝延文,시에 옌웬
傅智翔,Jixiang Fu,傅智翔,,,,,,傅志祥,푸지샹
洪振霞,Hong Zhenxia,洪振霞,,,,,,ホン・ジェンシア,홍진시아
刘姿婷,CrimsonRose,刘姿婷,,,,,,劉子廷,리우 지팅
荣姿康,Wing Pose,荣姿康,,,,,,栄子康,롱지캉
吕致盈,Lui,吕致盈,,,,,,陸志英,루 지잉
方一强,Fang Yiqiang,方一强,,,,,,ファン・イー強,팡이창
黎芸贵,Le Yugui,黎芸贵,,,,,,李雲貴,리윤귀
郑伊雯,Miss Cheng,郑伊雯,,,,,,ジェン・イーウェン,정이웬
